"Fecha","PRECIP","EVAP","TMAX","TMIN","nombre_estacion","x","y"
2019-01-28,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-01-29,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-01-30,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-01-31,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-01,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-02,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-03,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-04,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-05,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-06,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-07,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-08,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-09,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-10,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-11,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-12,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-13,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-14,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-15,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-16,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-17,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-18,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-19,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-20,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-21,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-22,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-23,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-24,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-25,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-26,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-27,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-02-28,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-01,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-02,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-03,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-04,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-05,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-06,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-07,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-08,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-09,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-10,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-11,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-12,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-13,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-14,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-15,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-16,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-17,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-18,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-19,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-20,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-21,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-22,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-23,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-24,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-25,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-26,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-27,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-28,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-29,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-30,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-03-31,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-01,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-02,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-03,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-04,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-05,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-06,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-07,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-08,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-09,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-10,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-11,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-12,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-13,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-14,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-15,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-16,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-17,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-18,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-19,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-20,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-21,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-22,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-23,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-24,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-25,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-26,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-27,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-28,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-29,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-04-30,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-01,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-02,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-03,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-04,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-05,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-06,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-07,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-08,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-09,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-10,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-11,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-12,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-13,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-14,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-15,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-16,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-17,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-18,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-19,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-20,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-21,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-22,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-23,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-24,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-25,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-26,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-27,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-28,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-29,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-30,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-05-31,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-01,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-02,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-03,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-04,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-05,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-06,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-07,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-08,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-09,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-10,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-11,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-12,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-13,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-14,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-15,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-16,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-17,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-18,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-19,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-20,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-21,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-22,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-23,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-24,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-25,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-26,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-27,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-28,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-29,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-06-30,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-01,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-02,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-03,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-04,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-05,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-06,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-07,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-08,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-09,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-10,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-11,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-12,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-13,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-14,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-15,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-16,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-17,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-18,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-19,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-20,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-21,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-22,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-23,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-24,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-25,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-26,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-27,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-28,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-29,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-30,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-07-31,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-01,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-02,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-03,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-04,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-05,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-06,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-07,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-08,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-09,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-10,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-11,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-12,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-13,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-14,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-15,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-16,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-17,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-18,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-19,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-20,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-21,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-22,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-23,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-24,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-25,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-26,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-27,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-28,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-29,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-30,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-08-31,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-01,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-02,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-03,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-04,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-05,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-06,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-07,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-08,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-09,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-10,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-11,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-12,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-13,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-14,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-15,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-16,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-17,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-18,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-19,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-20,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-21,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-22,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-23,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-24,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-25,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-26,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-27,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-28,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-29,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-09-30,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-01,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-02,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-03,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-04,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-05,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-06,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-07,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-08,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-09,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-10,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-11,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-12,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-13,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-14,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-15,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-16,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-17,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-18,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-19,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-20,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-21,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-22,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-23,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-24,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-25,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-26,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-27,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-28,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-29,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-30,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-10-31,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-01,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-02,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-03,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-04,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-05,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-06,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-07,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-08,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-09,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-10,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-11,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-12,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-13,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-14,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-15,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-16,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-17,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-18,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-19,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-20,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-21,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-22,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-23,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-24,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-25,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-26,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-27,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-28,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-29,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-11-30,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-01,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-02,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-03,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-04,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-05,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-06,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-07,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-08,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-09,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-10,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-11,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-12,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-13,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-14,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-15,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-16,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-17,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-18,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-19,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-20,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-21,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-22,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-23,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-24,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-25,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-26,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-27,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-28,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-29,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-30,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
2019-12-31,NA,NA,NA,NA,"29161Acxotla",19.238,-98.159
